EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,JobRole,JobSatisfaction,JobLevel,BusinessTravel,DistanceFromHome,Salary,OverTime,EnvironmentSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
1720,32,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Frequently,10,3433,No,1,10,2,5,1
1721,31,Male,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,2,3477,No,2,6,4,5,0
1722,41,Male,Married,No,Human Resources,Human Resources,2,2,Non-Travel,4,6430,No,3,10,3,3,1
1724,40,Female,Married,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,8,6516,Yes,2,18,3,1,0
1725,24,Male,Divorced,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,29,3907,No,2,6,4,6,1
1727,46,Male,Single,No,Research & Development,Healthcare Representative,2,2,Travel_Rarely,13,5562,No,3,19,3,10,0
1728,35,Male,Married,No,Research & Development,Manufacturing Director,3,2,Travel_Rarely,27,6883,No,4,17,3,7,0
1729,30,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,16,2862,No,2,10,2,10,0
1731,47,Male,Married,No,Sales,Sales Executive,2,2,Non-Travel,2,4978,No,3,4,1,1,0
1732,46,Male,Divorced,No,Sales,Sales Executive,4,3,Travel_Rarely,2,10368,Yes,3,13,2,10,0
1733,36,Male,Divorced,Yes,Sales,Sales Executive,1,2,Travel_Rarely,13,6134,Yes,2,16,3,2,2
1734,32,Male,Single,Yes,Sales,Sales Executive,2,2,Travel_Rarely,1,6735,No,1,10,3,0,0
1735,23,Female,Single,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,4,3295,No,3,3,1,3,1
1736,31,Female,Single,No,Research & Development,Manufacturing Director,4,2,Travel_Frequently,24,5238,No,4,9,2,5,1
1737,39,Male,Married,No,Research & Development,Laboratory Technician,4,2,Non-Travel,1,6472,Yes,4,9,3,9,5
1739,32,Male,Married,No,Sales,Sales Executive,3,3,Travel_Rarely,19,9610,No,4,10,1,4,0
1740,40,Male,Single,No,Sales,Manager,2,5,Travel_Rarely,7,19833,No,2,21,2,21,12
1744,45,Female,Married,No,Human Resources,Human Resources,3,3,Travel_Rarely,4,9756,No,3,9,4,5,0
1745,30,Female,Single,No,Research & Development,Research Scientist,1,1,Travel_Frequently,2,4968,No,4,10,3,9,0
1746,24,Male,Married,No,Human Resources,Human Resources,4,1,Travel_Frequently,10,2145,No,1,3,3,2,2
1747,30,Female,Divorced,Yes,Human Resources,Human Resources,4,1,Travel_Frequently,8,2180,No,3,6,2,4,1
1749,31,Male,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,5,8346,No,1,6,3,5,0
1751,27,Female,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,8,3445,No,3,6,2,6,1
1752,29,Female,Single,Yes,Sales,Sales Representative,2,1,Travel_Rarely,9,2760,No,2,2,3,2,2
1753,29,Male,Single,No,Research & Development,Healthcare Representative,3,2,Travel_Frequently,1,6294,Yes,4,10,4,3,0
1754,30,Male,Divorced,No,Sales,Sales Executive,1,3,Travel_Rarely,15,7140,No,3,12,3,7,1
1755,34,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,2,2932,Yes,4,6,3,5,1
1756,33,Female,Single,No,Sales,Sales Executive,2,2,Non-Travel,2,5147,No,4,13,2,11,1
1757,49,Female,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,11,4507,No,4,8,4,5,0
1758,33,Female,Single,Yes,Sales,Sales Executive,1,3,Travel_Rarely,16,8564,Yes,1,11,2,0,0
1760,38,Female,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Frequently,2,2468,No,3,9,2,6,0
1761,31,Male,Married,Yes,Sales,Sales Executive,3,3,Travel_Rarely,16,8161,No,1,10,3,1,0
1762,29,Female,Divorced,No,Research & Development,Research Scientist,1,1,Travel_Rarely,4,2109,No,4,1,3,1,0
1763,30,Male,Married,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,16,5294,No,3,10,3,7,1
1764,32,Male,Single,No,Research & Development,Research Scientist,2,1,Non-Travel,5,2718,No,2,12,3,7,0
1766,38,Male,Married,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,18,5811,Yes,2,15,3,1,1
1767,43,Male,Married,Yes,Research & Development,Research Scientist,3,1,Travel_Frequently,17,2437,Yes,3,6,3,1,0
1768,42,Male,Divorced,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,12,2766,No,2,7,2,5,0
1770,55,Male,Married,No,Research & Development,Research Director,1,5,Travel_Rarely,2,19038,No,3,34,3,1,0
1771,33,Male,Divorced,No,Research & Development,Research Scientist,2,2,Non-Travel,4,3055,No,4,11,2,9,1
1772,41,Male,Divorced,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,9,2289,No,3,5,3,5,0
1774,34,Male,Divorced,No,Sales,Sales Executive,3,2,Non-Travel,10,4001,Yes,4,15,3,15,0
1775,53,Female,Married,No,Research & Development,Manufacturing Director,3,4,Non-Travel,1,12965,Yes,1,27,2,3,0
1778,43,Male,Single,No,Human Resources,Human Resources,4,1,Travel_Rarely,2,3539,No,2,10,3,9,1
1779,34,Female,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,3,6029,No,4,6,3,2,2
1780,21,Male,Single,Yes,Sales,Sales Representative,2,1,Travel_Rarely,7,2679,No,2,1,3,1,1
1782,38,Female,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,6,3702,No,4,5,3,5,0
1783,22,Female,Married,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,8,2398,Yes,3,1,3,1,0
1784,31,Female,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,29,5468,No,1,13,3,12,5
1786,51,Female,Married,No,Research & Development,Manager,3,3,Travel_Rarely,3,13116,No,1,15,3,2,2
1787,37,Male,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,9,4189,No,2,5,3,5,0
1789,46,Male,Divorced,No,Research & Development,Research Director,4,5,Travel_Rarely,2,19328,Yes,3,24,3,2,2
1790,36,Male,Married,No,Research & Development,Healthcare Representative,1,3,Travel_Rarely,10,8321,Yes,4,15,3,12,5
1792,44,Male,Divorced,Yes,Research & Development,Research Scientist,2,1,Travel_Frequently,1,2342,Yes,3,6,2,5,2
1794,37,Male,Divorced,No,Human Resources,Human Resources,2,2,Travel_Rarely,8,4071,No,3,19,2,10,4
1797,35,Male,Single,Yes,Sales,Sales Executive,4,2,Travel_Rarely,27,5813,Yes,3,10,3,10,7
1798,33,Male,Married,No,Research & Development,Research Scientist,1,1,Travel_Rarely,8,3143,No,4,14,3,10,7
1799,28,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,1,2044,No,3,5,4,5,0
1800,39,Male,Single,No,Research & Development,Research Director,3,3,Travel_Rarely,10,13464,No,3,9,3,4,2
1801,46,Male,Single,No,Sales,Sales Executive,2,2,Non-Travel,26,7991,No,2,6,3,2,2
1802,40,Female,Married,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,2,3377,No,3,7,2,4,0
1803,42,Male,Married,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,13,5538,No,2,10,2,0,0
1804,35,Male,Divorced,No,Research & Development,Manufacturing Director,4,2,Non-Travel,2,5762,No,2,15,3,7,1
1805,38,Male,Divorced,No,Human Resources,Human Resources,2,1,Non-Travel,2,2592,No,1,13,3,11,3
1807,34,Male,Married,Yes,Research & Development,Laboratory Technician,1,2,Travel_Frequently,9,5346,No,4,11,2,7,0
1809,37,Male,Single,Yes,Research & Development,Manufacturing Director,1,2,Travel_Rarely,10,4213,No,4,10,1,10,0
1812,39,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Frequently,20,4127,No,3,7,3,2,2
1813,43,Male,Single,No,Research & Development,Research Scientist,3,1,Non-Travel,9,2438,No,1,7,2,3,1
1814,41,Male,Single,No,Research & Development,Healthcare Representative,2,2,Travel_Rarely,5,6870,No,2,11,1,3,1
1815,41,Female,Divorced,No,Sales,Sales Executive,3,3,Travel_Rarely,4,10447,Yes,3,23,4,22,13
1816,30,Female,Single,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,10,9667,No,1,9,3,7,0
1818,26,Female,Married,Yes,Human Resources,Human Resources,2,1,Travel_Rarely,20,2148,Yes,4,6,3,5,1
1821,46,Female,Married,Yes,Research & Development,Healthcare Representative,2,2,Travel_Rarely,21,8926,No,4,13,4,9,3
1822,40,Female,Divorced,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,1,6513,No,3,12,3,5,0
1823,34,Male,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,8,6799,No,2,10,3,10,4
1824,58,Male,Divorced,No,Sales,Manager,2,4,Non-Travel,2,16291,No,2,37,2,16,14
1826,35,Male,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,23,2705,No,2,6,4,5,0
1827,47,Female,Divorced,No,Research & Development,Manufacturing Director,2,3,Travel_Rarely,4,10333,Yes,3,28,3,22,14
1829,40,Female,Divorced,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,12,4448,No,2,15,3,7,7
1830,54,Female,Married,No,Research & Development,Research Scientist,4,2,Travel_Rarely,7,6854,No,4,14,2,7,1
1833,31,Female,Married,No,Sales,Sales Executive,1,3,Travel_Frequently,7,9637,No,1,9,3,3,2
1834,28,Female,Married,No,Research & Development,Research Scientist,1,1,Travel_Rarely,1,3591,No,3,3,3,3,1
1835,38,Female,Married,No,Sales,Sales Representative,4,2,Travel_Rarely,2,5405,Yes,2,20,2,4,0
1836,26,Male,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,10,4684,No,3,5,3,5,1
1837,58,Male,Married,No,Research & Development,Research Director,3,4,Travel_Frequently,15,15787,Yes,1,23,3,2,2
1839,18,Female,Single,No,Research & Development,Research Scientist,3,1,Non-Travel,14,1514,No,2,0,1,0,0
1842,31,Male,Married,Yes,Human Resources,Human Resources,1,1,Travel_Rarely,18,2956,No,4,2,3,1,0
1844,29,Male,Divorced,Yes,Human Resources,Human Resources,1,1,Travel_Rarely,13,2335,Yes,1,4,3,2,2
1845,45,Female,Married,No,Sales,Sales Executive,3,2,Non-Travel,2,5154,No,3,10,4,8,5
1847,36,Female,Married,No,Research & Development,Research Scientist,2,2,Travel_Rarely,2,6962,Yes,4,15,3,1,0
1849,43,Male,Married,No,Sales,Sales Executive,4,2,Travel_Frequently,2,5675,No,1,7,3,7,7
1850,27,Female,Single,No,Research & Development,Laboratory Technician,4,1,Travel_Frequently,5,2379,Yes,4,6,2,5,0
1852,29,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Frequently,20,3812,No,4,11,4,11,3
1853,32,Male,Single,No,Sales,Sales Executive,4,2,Travel_Frequently,10,4648,No,4,4,4,0,0
1854,42,Male,Married,No,Research & Development,Research Scientist,3,1,Non-Travel,10,2936,No,3,10,2,6,3
1856,47,Female,Single,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,9,2105,No,2,7,3,2,2
1857,46,Male,Divorced,No,Research & Development,Manufacturing Director,4,3,Travel_Rarely,2,8578,No,4,12,2,9,4
1858,28,Male,Divorced,No,Human Resources,Human Resources,4,1,Non-Travel,1,2706,No,3,3,3,3,2
1859,29,Male,Divorced,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,29,6384,No,4,11,3,7,1
1860,42,Male,Single,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,8,3968,No,4,8,3,0,0
1862,32,Male,Single,Yes,Sales,Sales Executive,2,2,Travel_Rarely,2,9907,Yes,3,7,2,2,2
1863,46,Female,Divorced,No,Sales,Sales Executive,1,4,Travel_Rarely,3,13225,No,1,25,3,19,2
1864,27,Female,Married,No,Sales,Sales Representative,3,2,Travel_Rarely,23,3540,No,2,9,3,9,5
1865,29,Male,Married,No,Human Resources,Human Resources,2,1,Travel_Rarely,6,2804,No,4,1,3,1,0
1866,43,Female,Married,No,Research & Development,Manager,3,5,Travel_Rarely,6,19392,No,1,21,3,16,6
1867,48,Male,Married,No,Research & Development,Research Director,2,5,Travel_Rarely,10,19665,No,4,29,3,22,12
1868,29,Male,Single,Yes,Research & Development,Research Scientist,4,1,Travel_Frequently,24,2439,Yes,4,1,2,1,1
1869,46,Female,Married,Yes,Sales,Sales Executive,2,3,Travel_Rarely,10,7314,No,3,14,3,8,0
1870,27,Female,Married,No,Research & Development,Research Scientist,1,1,Travel_Frequently,15,4774,No,4,8,2,7,7
1871,39,Male,Divorced,No,Research & Development,Research Scientist,4,2,Travel_Rarely,19,3902,No,4,7,3,2,2
1873,55,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,2,2662,No,2,19,4,5,0
1875,28,Female,Married,No,Sales,Sales Representative,2,1,Travel_Rarely,3,2856,No,2,1,3,1,0
1876,30,Male,Single,Yes,Sales,Sales Representative,4,1,Travel_Rarely,9,1081,No,2,1,2,1,0
1878,22,Male,Single,Yes,Research & Development,Research Scientist,2,1,Travel_Rarely,7,2472,Yes,4,1,3,1,0
1880,36,Female,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,10,5673,Yes,2,10,3,10,1
1881,31,Male,Divorced,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,20,4197,No,2,10,3,10,0
1882,34,Male,Married,No,Sales,Sales Executive,4,3,Travel_Rarely,4,9713,Yes,3,9,3,5,1
1883,29,Male,Single,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,7,2062,No,4,11,3,3,1
1885,37,Male,Married,No,Research & Development,Research Scientist,1,2,Travel_Rarely,7,4284,Yes,4,16,3,5,0
1886,35,Female,Married,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,16,4788,Yes,4,4,3,3,0
1888,45,Female,Married,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,25,5906,No,2,10,2,9,3
1890,36,Male,Single,No,Human Resources,Human Resources,4,2,Travel_Frequently,2,3886,No,2,10,2,10,0
1892,40,Male,Divorced,No,Research & Development,Manager,1,4,Travel_Rarely,1,16823,No,1,22,3,19,11
1893,26,Female,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,1,2933,Yes,2,1,2,1,1
1898,27,Female,Single,No,Sales,Sales Executive,3,2,Travel_Rarely,2,6500,No,1,9,2,8,0
1900,48,Female,Divorced,No,Research & Development,Manager,4,4,Travel_Frequently,22,17174,No,4,24,3,22,4
1903,44,Male,Married,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,1,5033,No,2,10,3,2,2
1905,34,Male,Married,Yes,Research & Development,Research Scientist,1,1,Non-Travel,16,2307,Yes,4,5,3,5,3
1907,56,Male,Single,Yes,Research & Development,Laboratory Technician,4,1,Travel_Rarely,24,2587,No,1,5,3,4,1
1908,36,Male,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,17,5507,No,3,12,1,4,1
1909,41,Female,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,8,4393,No,3,14,3,5,1
1911,42,Male,Married,No,Research & Development,Research Director,1,3,Travel_Rarely,6,13348,No,3,18,4,13,5
1912,31,Female,Divorced,No,Sales,Sales Executive,4,2,Travel_Rarely,10,6583,Yes,3,8,3,5,1
1915,34,Female,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,3,8103,Yes,4,9,2,4,0
1916,31,Female,Divorced,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,4,3978,No,1,4,2,2,2
1918,26,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Frequently,6,2544,No,3,8,3,7,7
1922,45,Male,Single,No,Research & Development,Healthcare Representative,3,2,Travel_Frequently,1,5399,No,2,12,3,4,0
1924,33,Male,Single,No,Sales,Sales Executive,3,2,Travel_Rarely,10,5487,No,2,10,2,10,0
1927,28,Male,Married,No,Sales,Sales Executive,4,2,Travel_Frequently,1,6834,Yes,3,7,3,7,0
1928,29,Male,Single,Yes,Sales,Sales Representative,1,1,Travel_Frequently,24,1091,No,3,1,3,1,0
1929,39,Female,Married,No,Sales,Sales Executive,3,2,Non-Travel,21,5736,No,1,10,3,3,1
1931,27,Male,Married,No,Research & Development,Research Scientist,2,1,Travel_Rarely,2,2226,No,2,6,2,5,1
1932,34,Male,Married,No,Research & Development,Research Scientist,4,2,Travel_Frequently,22,5747,Yes,3,16,3,15,6
1933,28,Female,Single,Yes,Sales,Sales Executive,3,2,Travel_Rarely,13,9854,Yes,4,6,3,2,2
1934,47,Male,Married,No,Research & Development,Research Scientist,2,2,Non-Travel,14,5467,No,3,16,4,8,1
1935,56,Female,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,11,5380,No,4,6,3,0,0
1936,39,Male,Married,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,9,5151,No,1,10,3,10,7
1937,38,Female,Divorced,No,Research & Development,Research Scientist,2,2,Travel_Frequently,8,2133,Yes,4,20,3,20,0
1938,58,Female,Married,No,Sales,Manager,4,4,Travel_Rarely,21,17875,Yes,4,29,2,1,0
1939,32,Female,Single,Yes,Research & Development,Research Scientist,3,1,Travel_Frequently,5,2432,Yes,1,8,3,4,0
1940,38,Male,Divorced,No,Research & Development,Research Scientist,4,1,Travel_Rarely,9,4771,No,2,10,4,5,0
1941,49,Male,Married,No,Research & Development,Research Director,4,5,Travel_Frequently,2,19161,No,2,28,3,5,4
1943,42,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Rarely,12,5087,Yes,2,14,3,0,0
1944,27,Female,Married,Yes,Human Resources,Human Resources,2,1,Travel_Frequently,22,2863,No,1,1,3,1,0
1945,35,Male,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,18,5561,No,2,6,1,5,0
1947,28,Male,Single,No,Research & Development,Research Scientist,3,1,Non-Travel,16,2144,No,3,5,2,5,1
1948,31,Male,Divorced,No,Research & Development,Research Scientist,1,1,Non-Travel,3,3065,Yes,3,4,4,4,2
1949,36,Male,Married,No,Research & Development,Laboratory Technician,2,1,Non-Travel,9,2810,No,1,5,3,5,0
1950,34,Male,Single,No,Sales,Sales Executive,4,3,Travel_Rarely,1,9888,No,1,14,2,14,2
1951,34,Male,Divorced,No,Sales,Sales Executive,3,3,Travel_Rarely,13,8628,No,4,9,2,8,1
1952,26,Male,Single,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,1,2867,No,3,8,2,7,7
1954,29,Male,Married,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,1,5373,No,1,6,2,5,0
1955,32,Female,Divorced,No,Research & Development,Healthcare Representative,4,2,Non-Travel,15,6667,No,3,9,3,5,1
1956,31,Male,Married,No,Research & Development,Research Scientist,1,2,Travel_Frequently,1,5003,No,4,10,3,10,8
1960,28,Male,Divorced,Yes,Research & Development,Laboratory Technician,4,1,Travel_Rarely,17,2367,No,3,6,2,4,0
1961,38,Male,Single,No,Sales,Sales Representative,1,1,Travel_Rarely,1,2858,No,1,20,2,1,0
1962,35,Female,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,7,5204,Yes,3,10,3,10,0
1965,27,Male,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,9,4105,No,4,7,3,7,0
1966,32,Male,Single,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,5,9679,No,4,8,3,1,0
1967,31,Male,Married,Yes,Sales,Sales Executive,4,2,Travel_Frequently,26,5617,Yes,1,10,3,10,0
1968,53,Male,Single,Yes,Sales,Sales Executive,1,3,Travel_Rarely,24,10448,Yes,1,15,2,2,2
1969,54,Female,Married,No,Research & Development,Research Scientist,3,2,Travel_Rarely,9,2897,No,1,9,2,4,2
1970,33,Male,Divorced,No,Research & Development,Healthcare Representative,3,2,Travel_Frequently,7,5968,No,4,9,3,9,2
1971,43,Male,Married,No,Research & Development,Healthcare Representative,3,3,Travel_Rarely,11,7510,No,1,10,3,10,0
1972,38,Male,Married,No,Human Resources,Human Resources,2,1,Travel_Frequently,1,2991,Yes,4,7,3,6,1
1973,55,Male,Married,No,Human Resources,Manager,2,5,Travel_Rarely,26,19636,Yes,3,35,3,10,1
1974,31,Female,Divorced,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,2,1129,Yes,4,1,3,1,0
1975,39,Male,Single,No,Sales,Sales Executive,1,4,Travel_Rarely,15,13341,No,2,21,3,20,11
1976,42,Male,Single,No,Research & Development,Research Scientist,3,2,Non-Travel,23,4332,No,4,20,3,20,3
1979,31,Female,Married,No,Research & Development,Research Director,3,3,Non-Travel,10,11031,No,3,13,4,11,4
1980,54,Female,Single,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,10,4440,Yes,3,9,3,5,1
1981,24,Male,Single,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,1,4617,No,2,4,2,4,1
1982,23,Male,Single,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,12,2647,No,4,5,4,5,1
1985,40,Female,Married,No,Research & Development,Laboratory Technician,3,2,Travel_Frequently,11,6323,No,4,10,4,10,9
1986,40,Female,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,2,5677,No,2,15,3,11,5
1987,25,Female,Married,No,Human Resources,Human Resources,2,1,Travel_Rarely,2,2187,No,3,6,3,2,1
1989,30,Male,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,1,3748,No,4,12,2,12,1
1992,25,Male,Divorced,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,2,3977,Yes,4,7,2,2,0
1993,47,Male,Single,No,Research & Development,Healthcare Representative,3,3,Travel_Rarely,25,8633,No,1,25,3,17,12
1994,33,Male,Divorced,No,Research & Development,Laboratory Technician,3,1,Non-Travel,1,2008,No,2,1,2,1,0
1995,38,Male,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,1,4440,No,4,16,3,15,5
1996,31,Male,Married,No,Sales,Sales Representative,3,1,Travel_Rarely,2,3067,No,1,3,3,2,1
1997,38,Male,Married,No,Research & Development,Manufacturing Director,3,2,Travel_Frequently,6,5321,No,1,10,3,8,7
1998,42,Male,Divorced,No,Research & Development,Research Scientist,1,2,Travel_Rarely,18,5410,Yes,4,9,2,4,1
1999,41,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,1,2782,No,4,12,3,5,1
2000,47,Female,Married,No,Research & Development,Research Director,2,3,Non-Travel,1,11957,No,3,14,1,13,5
2003,35,Male,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,11,2660,Yes,4,5,3,2,2
2007,22,Male,Single,No,Research & Development,Research Scientist,3,1,Travel_Rarely,1,3375,No,4,4,4,3,1
2008,35,Male,Single,No,Research & Development,Research Scientist,3,2,Travel_Rarely,9,5098,No,2,10,3,10,0
2009,33,Female,Married,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,15,4878,Yes,2,10,3,9,8
2010,32,Female,Single,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,29,2837,No,3,6,3,6,4
2012,40,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,1,2406,No,1,8,2,1,0
2013,32,Male,Married,No,Sales,Sales Representative,2,1,Travel_Rarely,1,2269,No,2,3,3,2,2
2014,39,Male,Single,No,Research & Development,Research Scientist,4,2,Travel_Rarely,24,4108,No,1,18,3,7,1
2015,38,Female,Married,No,Research & Development,Research Director,3,3,Travel_Rarely,10,13206,No,2,20,3,18,1
2016,32,Female,Married,No,Sales,Sales Executive,4,3,Travel_Rarely,1,10422,No,3,14,3,14,5
2017,37,Female,Married,No,Research & Development,Research Director,4,3,Travel_Rarely,10,13744,Yes,3,16,3,16,6
2018,25,Female,Divorced,No,Sales,Sales Executive,3,2,Travel_Rarely,8,4907,Yes,1,6,2,5,0
2019,52,Male,Divorced,No,Sales,Sales Representative,4,1,Non-Travel,29,3482,No,1,16,2,9,0
2020,44,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,1,2436,Yes,2,6,3,4,1
2021,21,Male,Single,No,Sales,Sales Representative,1,1,Travel_Rarely,5,2380,Yes,3,2,3,2,1
2022,39,Male,Single,No,Research & Development,Manager,4,5,Non-Travel,9,19431,No,4,21,2,6,1
2023,23,Male,Married,Yes,Sales,Sales Representative,1,1,Travel_Frequently,9,1790,No,4,1,2,1,1
2024,36,Female,Married,No,Sales,Sales Executive,4,3,Travel_Rarely,3,7644,No,1,10,3,9,3
2025,36,Female,Divorced,No,Research & Development,Manufacturing Director,2,2,Travel_Frequently,4,5131,No,4,18,3,4,0
2026,56,Male,Divorced,No,Research & Development,Healthcare Representative,3,2,Non-Travel,1,6306,No,3,13,2,13,1
2027,29,Male,Married,Yes,Research & Development,Research Scientist,4,1,Travel_Rarely,1,4787,Yes,1,4,4,2,2
2031,42,Male,Married,No,Research & Development,Manager,3,5,Travel_Rarely,2,18880,No,1,24,2,22,4
2032,56,Male,Married,Yes,Research & Development,Laboratory Technician,3,1,Travel_Rarely,7,2339,No,4,14,1,10,9
2034,41,Female,Married,No,Research & Development,Manufacturing Director,2,4,Travel_Rarely,28,13570,No,1,21,3,20,0
2035,34,Female,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,28,6712,No,4,8,3,8,1
2036,36,Male,Divorced,No,Sales,Sales Executive,4,2,Non-Travel,15,5406,No,4,15,2,15,11
2037,41,Male,Divorced,No,Sales,Sales Executive,2,2,Travel_Rarely,3,8938,No,3,14,3,5,0
2038,32,Male,Single,No,Research & Development,Research Scientist,1,1,Travel_Rarely,2,2439,No,4,4,3,4,1
2040,35,Female,Single,No,Human Resources,Human Resources,4,3,Travel_Rarely,26,8837,Yes,3,9,3,9,1
2041,38,Female,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,10,5343,No,1,10,3,10,1
2044,50,Male,Divorced,Yes,Sales,Sales Executive,3,2,Travel_Frequently,1,6728,No,2,12,3,6,0
2045,36,Female,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,11,6652,No,2,8,2,6,0
2046,45,Female,Single,No,Sales,Sales Executive,3,2,Travel_Rarely,20,4850,No,4,8,3,5,0
2048,40,Male,Single,No,Research & Development,Research Scientist,3,1,Travel_Rarely,2,2809,No,3,8,3,2,2
2049,35,Male,Married,No,Research & Development,Healthcare Representative,3,2,Travel_Frequently,18,5689,Yes,3,10,4,10,0
2051,40,Female,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,2,2001,No,3,20,3,5,0
2052,35,Female,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,1,2977,No,3,4,3,4,1
2053,29,Male,Married,No,Research & Development,Laboratory Technician,2,2,Travel_Rarely,13,4025,Yes,4,10,3,4,0
2054,29,Female,Single,No,Research & Development,Research Scientist,1,1,Travel_Rarely,28,3785,No,4,5,1,5,0
2055,50,Male,Divorced,Yes,Sales,Sales Executive,1,3,Travel_Rarely,28,10854,Yes,4,20,3,3,2
2056,39,Female,Married,No,Sales,Sales Executive,4,4,Travel_Rarely,24,12031,No,2,21,2,20,9
2057,31,Male,Single,No,Research & Development,Manufacturing Director,1,2,Non-Travel,5,9936,No,2,10,3,9,1
2060,26,Female,Single,No,Sales,Sales Representative,3,1,Travel_Rarely,5,2966,No,4,5,3,4,0
2061,36,Male,Married,No,Research & Development,Laboratory Technician,4,2,Travel_Frequently,23,2571,No,3,17,3,5,0
2062,39,Male,Married,No,Research & Development,Healthcare Representative,1,3,Travel_Rarely,6,9991,No,4,9,3,7,1
2064,27,Male,Married,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,4,6142,Yes,2,6,3,6,0
2065,49,Male,Married,No,Sales,Sales Executive,2,2,Travel_Frequently,2,5390,No,4,17,2,9,0
2068,34,Male,Married,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,8,4404,No,2,6,4,4,1
